title,rating,price,rating counter,sold,description,shop name,url,store location
TWS Philips TAA1708 Open Ear Bluetooth 5.3 IPX4 - True Wireless Stereo Earphone TAA 1708 - BEIGE,5,Rp249.000,66,100,"Membeli berarti setujuMohon untuk membaca deskripsi barang terlebih dahulu.Setelah barang diterima Wajib di video unboxingApabila tidak ada video unboxing, kami Tidak menerima komplain dalam bentuk apapunLink Bubble :https://tokopedia.com/dbclick/extra-bubble-wrap-size-s-smallhttps://tokopedia.com/dbclick/extra-bubble-wrap-size-m-mediumhttps://tokopedia.com/dbclick/extra-bubble-wrap-size-l-largeTWS Philips TAA1708 Open Ear Bluetooth 5.3 IPX4 - True Wireless Stereo Earphone TAA 1708Isi Dalam Kemasan:1x Philips TAA17081x Buku manual1x Kartu GaransiFitur Utama:Philips TAA1708Earbuds dengan design compact dan ergonomis aman untuk digunakan saat berolahraga.Disertai perlindungan IPX4 waterproof agar tetap tenang ketika berkeringat.Dilengkapi dengan fitur DEAA Dynamic Audio Energy Allocation Algorithmsehingga kualitas suara tetap jernih saat mendengarkan musik atau panggilan telepon.Diperkuat dengan koneksi bluetooth 5.3 memberikan pengalaman mendengarkan drama, musik, atau telepontanpa gangguan.Spesifikasi:ConnectivityWireless: Yes: YesWater resistance: IPX4Music play time: 8 hour(s)Charging time: 2 hour(s)Battery capacity(Headphones): 140 mAhnb :* Selama produk tayang = Ready stok* Barang yang sudah di beli tidak bisa dikembalikan* Pastikan alamat pengiriman telah benar. kesalahan alamat bukan tanggung jawab kami* Untuk pertanyaan & keluhan bisa langsung chat admin kamiTerima kasih.Happy shopping",dbclick,https://www.tokopedia.com/dbclick/tws-philips-taa1708-open-ear-bluetooth-5-3-ipx4-true-wireless-stereo-earphone-taa-1708-beige-27b07?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch%26whid%3D13037772,Kota Semarang
Anker Soundcore R50i NC Adaptive Noise Cancelling ANC TWS - A3959 - Pink,4.9,Rp274.000,2.284,5000,"*) Garansi resmi 12 bulan*) Garansi langsung ganti baru jika rusak fungsi selama 2x24 jam sejak barang diterima dan transaksi belum diselesaikan*) Salah beli variant bisa diretur tukar tipe yang benar selama belum membuka kemasan*) Untuk klaim garansi, mohon menyertakan kemasan & screenshot invoice digital pembelian di ecommerce==================================================Anker Soundcore R50i NC Adaptive Noise Cancelling ANC TWS - A3959 Soundcore R50i NC True Wireless Bluetooth Earbuds Adaptive ANC + 42dB Noise Reduction Depth: 42dB ANC depth to reduce background noise. Adaptive ANC monitors environmental noise in real time to provide the best noise reduction experience. Multi-mode ANC for different environment to provides the best noise reduction effect. Powerful bass and Clear vocals: 10mm drivers + exclusive BassUp  technology for clear sound and powerful bass. Hidden cell phone holder: A hidden mobile phone holder on the case, which is more convenient for surfing the Internet and watching movies. Al-Powered Calls: 4 microphones + custom Al algorithm for enhanced calls. Up to 10hrs with a single charge: 10 hours of music play time, 45 hours of total play time. IP54 Sweatguard M waterproof: High level dustproof&waterproof for use. What You Get: TWS Bluetooth Ear Buds, Ear Tips (3 Sizes), Charging Case, Operating Manual",ZTH Official,https://www.tokopedia.com/zthofficial/anker-soundcore-r50i-nc-adaptive-noise-cancelling-anc-tws-a3959-pink-dc29c?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch,Jakarta Utara
SoundPEATS Clear 12mm Dynamic Driver Bluetooth True Wireless TWS Earphone - Black,5,Rp290.030,334,750,"Core Specification:Bluetooth: Bluetooth5.3Profiles: HFP/A2DP/AVRCPChipset: JL6973D8Supported Bluetooth Codec: SBC, AACBattery:Battery Capacity: 400mAh(Case)Battery Capacity: :38mAh*2(Earbuds)Earbuds Charging Time: 1.5 hoursCharging Case Charging Time: 2 hoursCharging Port: Type-CTotal Playtime: 40 hoursWhat's in the Box:SOUNDPEATS Clear Wireless EarbudsType-C Charging CableCharging CaseUser ManualEartips*3 : S M LAPP Guide CardPackageSingle Earbud Weight: 4.2gCharging Case with Earbuds: 45gControl Type: TouchWaterproof Rating: IPX4",csi-zone,https://www.tokopedia.com/csi-zone/soundpeats-clear-12mm-dynamic-driver-bluetooth-true-wireless-tws-earphone-black-d7937?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch,Kota Tangerang Selatan
Case Samsung Galaxy Buds 3 / 3 Pro Spigen Ultra Hybrid Slim Clear Anti Yellowing Scratch TWS Casing - Jet White,5,Rp460.000,10,27,"Case Samsung Galaxy Buds 3 / 3 Pro Spigen Ultra Hybrid Clear Casing adalah case yang cocok untuk kamu yang suka desain canggih dan butuh perlindungan ekstra untuk perangkatmu. Jadikan device-mu tampil beda dan tetap aman! Mengapa beli di toko kami ?- Garansi barang original (terbukti palsu, kami ganti uang anda 2x lipat)- Garansi Uang Kembali (salah pilih produk dapat direfund selama segel belum dibuka)- Distributor resmi dan terpercaya- Pengiriman cepat, tepat dan aman (packing khusus dari Unicase Store)- Fast response dan fast serviceCompatibility :- Samsung Galaxy Buds 3 / 3 Pro- Wireless ChargingFeature :- Anti ShockBumper yang berfungsi sebagai anti shock untuk melindungi dari benturan.- Anti-yellowingMemiliki teknologi yang tahan terhadap warna menguning dalam waktu yang lamaHighlight :- Flexible- Clear HD- Hybrid Casing- Anti Slip- Slim Design- Precise Cutout- Anti-YellowingNotice :- Bersihkan bagian belakang casing dari kotoran dengan menggunakan kain microfiber lembut- Bagian tombol tidak tertutup penuh (Berongga)- Lepas stiker pelindung bagian Hardcase sebelum proses pemasangan casingDimension :- 2.81 x 2.10 x 1.14 inchesWhat is in the box :1x Case Samsung Galaxy Buds 3 / 3 Pro Spigen Ultra Hybrid Jet White Clear CasingMohon perhatikan varian produk sebelum melakukan pembelianS&K Complain :1. Box dan isi masih lengkap2. Dapat menunjukan invoice pembelian3. Chat komplain menyertakan video unboxing dan video yang menunjukan letak permasalahan produk",Spigen Official,https://www.tokopedia.com/spigen-official/case-samsung-galaxy-buds-3-3-pro-spigen-ultra-hybrid-slim-clear-anti-yellowing-scratch-tws-casing-jet-white-e1fae?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch%26whid%3D17122767,Kota Bandung
TRANSFORMERS T01 BLUETOOTH HEADSET EARBUDS EARPHONE TWS - Hitam,4.9,Rp189.000,883,1000,"TF-EAR-T01-BK/BL/YLNo Postel : 100342/SDPPI/2024Notes :Harap pastikan pesanan sudah sesuai sebelum check out.Produk tidak dapat ditukar size / warna / model Untuk KLAIM PRODUK tidak lengkap harap sertakan video UNBOXING PAKET.Setelah barang sampai mohon dicek kelengkapan produk dan pastikan barang diterima dengan kondisi baik sebelum klik ""Pesanan Diterima"".1. Memiliki dua mode yaitu game dan musik yang memberikan kenyamanan pengguna sesuai dengan kebutuhan.2. Unit penggerak ganda 13mms, sinkronisasi kualitas suara dan latensi rendah.3. Bluetooth V5.4, mendukung sebagian besar perangkat Bluetooth, koneksi lebih stabil dan konsumsi daya yang lebih rendah.4. HIFI sound quality, menciptakan kenikmatan musik yang mendalam.5. Dapat digunakan dengan mode single dan binaural6. Memiliki Design yang keren seperti kapal perang7. Ukuran portable, nyaman ditelinga untuk penggunaan jangka panjangSpesifikasiModel: Transformers TF-T01Bluetooth : V5.4Transmission Distance: 10MSpeak Unit: 13 mmBattery capacity: 33mAh (earphone), 300mAh (Charging case)Usage TimeAbout 5 hoursEarphonesCharging Time: About 1.5 hourEarphonesFrequency Range: 20Hz-20KHzIsi Kemasan : 1* Transformers T01 True Wireless Bluetooth HeadsetGaransi: 12 Bulan (Cacat pabrik, langsung ganti baru. kerusakan akibat pengguna = garansi void)",Thinkplus Official Store,https://www.tokopedia.com/thinkplus/transformers-t01-bluetooth-headset-earbuds-earphone-tws-hitam-dd308?extParam=ivf%3Dtrue%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch,
Case Casing Cover Silicone Protective Anker Soundcore R50iNC / Anker Soundcore P30i Tws + Carabiner Rarisuid - Black,5,Rp23.900,74,100,"Notes :- Harap pastikan pesanan sudah sesuai sebelum check out- Produk tidak dapat ditukar size / warna / model- Untuk KLAIM PRODUK tidak lengkap harap sertakan video UNBOXING PAKET- Setelah barang sampai mohon dicek kelengkapan produk dan pastikan barang diterima dengan kondisi baik sebelum klik ""Pesanan Diterima""- Case TWS dengan warna transparan- Halus dan nyaman- Perlindungan penuh, dapat menahan benturan saat jatuh- Anti debu dan tahan kotoran- Silicone yang sangat elastis dan fleksibel- Sangat cocok dengan earphone Anker Soundcore R50iNC / Anker Soundcore P30i dengan lubang yang presisiSPEK:Material :  SiliconeWarna: Sesuai PilihanIsi paket:1*Casing Anker Soundcore R50iNC / Anker Soundcore P30i Earphones Case Hanya Casing, tidak termasuk Earphone",Rarisu Store.id,https://www.tokopedia.com/rarisustoreid/case-casing-cover-silicone-protective-anker-soundcore-r50inc-anker-soundcore-p30i-tws-carabiner-rarisuid-black-0cf4f?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch,Jakarta Utara
Retro Camera Silicone Case Airpods 4 with Keychain - Apple Gen 2024 Gen4 Anc Soft Casing Free Gantungan Carabiner Shock Proof Pelindung TWS Softcase Shock Proof 3D Design - Black,5,Rp99.000,5,17,"Retro Camera Silicone Case Airpods 4 with Keychain - Apple 2024 Soft Casing Free Gantungan Keychain Shock Proof Pelindung TWS Softcase Shock ProofInformasi Penting.Mau Dropship? Langsung order aja, atau bisa hubungi kamiMinat? Langsung order aja, dengan catatan sebagai berikut :- Pastikan tipe pesanan anda sudah sesuai, sesuaikan dengan judul produknya, jika ragu dengan judul dan gambar yang tertera silahkan tanyakan. Kami tidak menerima komplain penerimaan pesanan, jika produk yang anda pesan salah tipe. Mohon perhatikan judul dengan teliti. Jika bentuk pada gambar berbeda dengan produk yang anda inginkan, baiknya tanyakan.- Warna produk dijual sesuai dengan foto, jika pada foto hanya tertera 1 warna, maka produk hanya memiliki 1 varian warna. Jika warna produk bervariasi, sesuaikan dengan pilihan varian aktif. Jika warna produk bervariasi, dan tidak memiliki pilihan varian produk, maka dapat ditanyakan kepada kami.- Setiap pemesanan tanpa bertanya warna tersedia terlebih dahulu (Khusus produk dengan variasi warna pada gambar dan tidak memiliki pilihan varian produk) akan kami kirimkan produk dengan warna secara acak, jika warna yang dipilih tidak tersedia- Semua produk kami tersedia, silahkan langsung lakukan pemesanan, jika produk masih aktif dan dapat langsung dibeli- Pastikan tipe dan warna sudah sesuai dengan yang di inginkan sesuai keterangan judul dan gambar- Jaminan produk berkualitas dari Official Store- Jika masih ada yang kurang dimengerti atau perlu ditanyakan, langsung tanyakan pada kolom diskusi atau pesan, dalam waktu singkat kami akan segera membalas setiap pertanyaan anda- Dengan senang hati kami akan selalu membantu pembeli dalam setiap pertanyaan detail, bahkan foto langsung produk. Tidak perlu sungkan bertanya",Logay Accessories,https://www.tokopedia.com/logaypektay/retro-camera-silicone-case-airpods-4-with-keychain-apple-gen-2024-gen4-anc-soft-casing-free-gantungan-carabiner-shock-proof-pelindung-tws-softcase-shock-proof-3d-design-black-feeb6?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch,Kota Bandung
headset bluetooth stereo premium earphone bluetooth tws model terbaru aqs_214,5,Rp150.000,1,1,"SPESIFIKASI PRODUK:Nama produk: TWS T90 (A6S)Kapasitas baterai: 280 mAhBluetooth version:5.3Playing time: 4-5 jamJarak transmisi:10meterWarna: Black, Pink, Blue1 Paket Berisi:1*set earphone bluetooth1*pc user manual1*pasang eartips cadangan1*pc kabel charger micro",Aquarius_Star,https://www.tokopedia.com/aquariusstar/headset-bluetooth-stereo-premium-earphone-bluetooth-tws-model-terbaru-aqs-214?extParam=ivf%3Dfalse%26keyword%3Dtws&src=topads,Jakarta Pusat
Sennheiser Accentum True Wireless 7mm TrueResponse Bluetooth TWS Earphone - White,5,Rp2.968.200,1,1,"Unveiling all-day comfort with a groundbreaking ergonomic design.Indulge in exceptional comfort with ACCENTUM True Wireless´ brand-new ergonomic design. Crafted through extensive in-ear scan research and validated by users, our earbuds offer an exceptional fit tailored to your ears. Experience an astonishing superior sound thanks to our unique TrueResponse transducer.Enjoy the incredible details created by TrueResponse acoustic technology, developed, and manufactured in-house to deliver Sennheiser’s signature sound. And if you need a sound that matches your mood, the Sennheiser Smart Control App empowers you to curate your sound experience with 5-band EQ, Pre-sets & and Soundcheck.Connectivity smooth as your music with advanced features and cutting-edge technology.Experience the latest wireless technologies for dependable performance. Alongside Bluetooth 5.3 compatibility, Bluetooth LE* and Auracast, discover a new way to share audio with friends or connect to public audio broadcasts in your location. Never let your battery dictate your rhythm with 28 hours of battery life and quick charge.With up to 8 hours of playtime and an additional 20 hours from the charging case, ACCENTUM True Wireless will keep your soundtrack going the entire day. Charging the case itself is simple too, using Qi wireless or USB-C.Earphone Specification :Bluetooth version : Bluetooth 5.3Bluetooth profiles : A2DP, AVRCP, HFP, TMAP, PBPBluetooth Audio Codec : SBC, AAC, aptX, LC3Active Noise Cancellation : Hybrid Adaptive ANCIPX rating : IP54, splash resistant (earbuds only)Frequency response (speaker) : 5 Hz to 21 kHzTransducer size : TrueResponse dynamic, 7mm diameterMicrophone principle : MEMSMicrophone pick-up pattern : 3 mics per earbud, beamforming for noise reductionCharging port : USB charging via USB-C socket at charging case; Qi Wireless chargingBattery type: Built-in Lithium-Ion rechargeable batteries Left/right earbud: 55 mAh Charging case: 400-420 mAh",csi-zone,https://www.tokopedia.com/csi-zone/sennheiser-accentum-true-wireless-7mm-trueresponse-bluetooth-tws-earphone-white-d0af8?extParam=ivf%3Dfalse%26keyword%3Dtws&src=topads,Kota Tangerang Selatan
headset bluetooth stereo premium earphone bluetooth tws model terbaru aqs_204,5,Rp150.000,1,1,"SPESIFIKASI PRODUK:Nama produk: TWS T90 (A6S)Kapasitas baterai: 280 mAhBluetooth version:5.3Playing time: 4-5 jamJarak transmisi:10meterWarna: Black, Pink, Blue1 Paket Berisi:1*set earphone bluetooth1*pc user manual1*pasang eartips cadangan1*pc kabel charger micro",Aquarius_Star,https://www.tokopedia.com/aquariusstar/headset-bluetooth-stereo-premium-earphone-bluetooth-tws-model-terbaru-aqs-204?extParam=ivf%3Dfalse%26keyword%3Dtws&src=topads,Jakarta Pusat
TWS Neckband Sport Earphone Earbuds LED Wireless Bluetooth with MIC - Putih,4.7,Rp50.500,19,30,"-Earphone ini dirancang untuk penggunaan olahraga. Biarkan musik menemani Anda melalui setiap latihan. dilengkapi slot micro SD-Panggilan sejernih kristal: mikrofon dengan teknologi pengurangan kebisingan memastikan suara Anda jelas dijemput dan suara latar belakang ditekan.-Neckband fleksibel: ringan, halus, dan ergonomis dirancang untuk kenyamanan Luar biasa hari, dan hari keluar.-Tahan air: casing tahan air melindungi headphone Neckband nirkabel terhadap hujan, air, dan banyak lagi. i design Tahan keringat dan tahan hujan, menikmati jogging, mendaki dan latihan, jangan khawatir tentang berolahraga di hari hujan sangat WaterproofDeskripsi:Material : PC+ABSKompatibel dengan Bluetooth: 5.3Transmission range : 10 metersWaktu penggunaan: 15-18 jam.Waktu siaga: diindikasikan 500 jamWaktu pengisian daya: 2 jamDaftar kemasan:1 x headset1 x kabel pengisian",Kisjaf Technology,https://www.tokopedia.com/kisjafte/tws-neckband-sport-earphone-earbuds-led-wireless-bluetooth-with-mic-putih-baf45?extParam=ivf%3Dtrue%26keyword%3Dtws&src=topads,Jakarta Barat
headset bluetooth stereo premium earphone bluetooth tws model terbaru aqs_201,5,Rp250.000,1,1,Produk Berat: Sekitar 135gBluetooth Versi: Bluetooth 5.3Kapasitas earphone: 40mAhCaPaciyt of Charage Case: 300mAhMusic Time: sekitar 6 jamWaktu pemalasan: sekitar 6 jamJarak transmisi: sekitar 15mFitur Produk:1.Bluetooth 5.3 Stabil dan Sambungkan Cepat2. Nyaman dan tidak menyakitkan untuk dipakai3. Kontrol sentuhan phonphone4.Battery Digital Display5.1PX5 tahan air6. Kapasitas Besar untuk waktu musik yang lebih lama,Aquarius_Star,https://www.tokopedia.com/aquariusstar/headset-bluetooth-stereo-premium-earphone-bluetooth-tws-model-terbaru-aqs-201?extParam=ivf%3Dfalse%26keyword%3Dtws&src=topads,Jakarta Pusat
Soundcore by Anker Liberty 4 NC Earbuds Bluetooth 5.3 ANC Hi-Res Sound Earphones Wireless Charging TWS 50H Battery Wireless Headsets - Light Blue,4.9,Rp993.000,2.118,4000,"Soundcore Liberty 4 NCNomor postel: 95698/SDPPI/2023Pembatalan Kebisingan Efektif hingga 98,5%: Earbud Liberty 4 NC dilengkapi dengan sensor suara in-ear yang sangat sensitif, driver besar, dan ruang isolasi suara inovatif, mampu meredam hingga 98,5% kebisingan untuk pengalaman perjalanan yang tenang.Pembatalan Kebisingan Adaptif: Teknologi ANC adaptif 2.0, earbud ini menghitung secara real-time dan menyesuaikan dengan saluran telinga serta lingkungan sekitar, memberikan ketenangan maksimal di tengah keramaian.Suara Tajam dengan Detail 3× Lebih Banyak: Driver 11mm yang disetel khusus memberikan suara yang jernih dan penuh detail. Rasakan audio nirkabel Hi-Res dan teknologi LDAC yang mentransfer 3× lebih banyak data dibandingkan Bluetooth biasa—menghidupkan musik nirkabel Anda dengan sempurna.Kustomisasi Profil Suara Anda: Setiap orang memiliki preferensi yang berbeda dalam mendengarkan, gunakan HearID 2.0 untuk menemukan profil suara yang ideal untuk Anda. Jika ingin bereksplorasi, EQ dapat disesuaikan sepenuhnya atau pilih dari 22 preset yang tersedia.Baterai Tahan Lama 10J/50J: Dengan sekali pengisian, Anda dapat menikmati hiburan tanpa henti. Bawa Liberty 4 NC dalam setiap momen  Anda dan dengarkan hingga 1.000 lagu atau tonton 30 film tanpa khawatir tentang daya tahan baterai.Kelengkapan:1x Soundcore Liberty 4NC1x Kabel Charger1x Buku Manual dan Petunjuk",Soundcore by Anker,https://www.tokopedia.com/soundcorebyanker/soundcore-by-anker-liberty-4-nc-earbuds-bluetooth-5-3-anc-hi-res-sound-earphones-wireless-charging-tws-50h-battery-wireless-headsets-light-blue-48002?extParam=ivf%3Dtrue%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch,Jakarta Utara
EarFun Air 2 - Black - Hi-Res LDAC budget TWS with APP Support,5,Rp489.000,498,1000,"EarFun Air 2 - Black - Hi-Res LDAC budget TWS with APP SupportTemukan TWS terbaru EarFun Air 2 dengan Hi Res Audio Certificate + LDAC Decoding untuk suara music lebih kaya, detail, dan hidup! Dilengkapi dukungan EarFun Audio App untuk atur preset suka-suka. Pengalaman gaming kamu juga lebih nyaman dengan mode low latency sampai 55ms. Komunikasi juga lebih jernih dengan fitur 4mic Noise Cancelling. Suka berkegiatan outdoor? Tenang, Air 2 sudah dilengkapi teknologi IPX7 anti air. Hujan badai, tetapi santai!  SpesifikasiHi-Res Audio Certificated & LDAC Decoding to Play Hi-definition AudioBluetooth 5.3 for Ultra Low Power Consumption & Stable Connection Immersive Hi-Res Sound with 10mm Wool Composite Dynamic Drivers4-Mic Noise Cancellation Technology for Clarity CallPersonalize Your Buds with EarFun Audio AppSupport Multi-device Connectivity40 Hours Playtime: 9 Hours + 31 Hours with Charging CaseIPX7 Waterproof with SweatShield TechnologyGames Mode with <55ms Low Latency for Batter Gaming and Video ExperienceWireless Charging CompatibleWhat’s in the boxEarFun Air 2Charging caseEar Tips 4 various sizeUSB-C CableUser ManualNote : Untuk keluhan kerusakan fisik, wajib melakukan video unboxing & dikirim via chat maksimal 1x24 jam setelah paket diterima sesuai sistem marketplace",Earfun Indonesia Official,https://www.tokopedia.com/earfunindonesia/earfun-air-2-black-hi-res-ldac-budget-tws-with-app-support?extParam=ivf%3Dtrue%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch,Jakarta Barat
Philips TAA1708 / TAA 1708 Open Ear True Wireless TWS Stereo Bluetooth Earphone - Beige,4.9,Rp230.000,56,100,"Isi Dalam Kemasan:1x Philips TAA17081x Buku manual1x Kartu GaransiFitur Utama:Philips TAA1708Earbuds dengan design compact dan ergonomis aman untuk digunakan saat berolahraga.Disertai perlindungan IPX4 waterproof agar tetap tenang ketika berkeringat.Dilengkapi dengan fitur DEAA Dynamic Audio Energy Allocation Algorithmsehingga kualitas suara tetap jernih saat mendengarkan musik atau panggilan telepon.Diperkuat dengan koneksi bluetooth 5.3 memberikan pengalaman mendengarkan drama, musik, atau telepontanpa gangguan.Spesifikasi:ConnectivityWireless: Yes: YesWater resistance: IPX4Music play time: 8 hour(s)Charging time: 2 hour(s)Battery capacity(Headphones): 140 mAh",CJmart,https://www.tokopedia.com/cjmart-1/philips-taa1708-taa-1708-open-ear-true-wireless-tws-stereo-bluetooth-earphone-beige-1e246?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch,Kota Bandung
Anker Soundcore R50i R50l True Wireless Earbuds TWS Earphone - A3949 - White New,5,Rp185.000,3.429,7000,"*) Garansi resmi 18 Bulan Anker Indonesia*) Garansi langsung ganti baru jika rusak fungsi selama 2x24 jam sejak barang diterima dan transaksi belum diselesaikan, wajib video unboxing*) Untuk klaim garansi, mohon menyertakan kemasan asli, kartu garansi & invoice==================================================Link silicone case : https://www.tokopedia.com/zthofficial/case-anker-soundcore-r50i-casing-cover-silicone-protective-a3949Anker Soundcore R50i R50l True Wireless Earbuds TWS Earphone - A3949Spesifikasi:- Bluetooth 5.3- IPX5- 10 mm Driver- Touch Control- Terdapat Soundcore App (Low Latency Gaming Mode, Find Your Earbuds, 22 Preset EQ, White Noise)- Extra Bass, Powerfull Music Experience- Memiliki Soundcore Signature EQ and Bass-Up EQ- 30 Hours with Charging Case / 10 Hours Playtime- Fitur Fast Charge 10 Min = 2 hrs- Lanyard, help you attach your earbuds easily- Superior call quality : 2 Mic AI Algorithms for better call quality- Small, Sleek Chic Design for urban lifestyleIsi Dalam Kemasan:1x Charging Case3x Eartips Size1x USB-C Cable1x Lanyard1x Buku Manual",ZTH Official,https://www.tokopedia.com/zthofficial/anker-soundcore-r50i-r50l-true-wireless-earbuds-tws-earphone-a3949-white-new?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch,Jakarta Utara
Robot TWS Wireless Earphone Airbuds T50S Original BT 5.3 Garansi 1th - SPACEMAN CASE,4.8,Rp36.900,757,2000,"Keunggulan:1. Semi in-ear wireless bluetooth headset2. Chip Bluetooth versi 5.33. 13 mm Drive Unit, Suara Bass dan Jernih4. 35 Jam pemakaian penuh, 6 jam pemakaian, 18 jam case charging5. Quick charging Port type C mengisi daya penuh dalam 2 Jam saja6. Binaural HD Call , meredam kebisingan7. IPX 4, Tahan percikan air dan keringat8. Desain Ergonomis dengan support fitur smart controlSilahkan Bertanya Ke Costumer Service Kami Jika Ingin Bertanya Mengenai Produk^^Spesifikasi:Frequency Response : 20Hz-20KHzDriver Size :∮13mmBluetooth Ver. : Ver5.3Bluetooth Range : 10m/33ftPlaytime : 7 hours (Earbuds)+ 28 hours (case) - varies by volume level and contentKelengkapan1x Robot Wireless Earphone Airbuds T50SKetentuan garansi:1. Garansi tidak berlaku jika:a.Tidak ditemukan adanya kerusakanb.Kerusakan disebabkan oleh faktor luar/di luar kuasac.Kerusakan akibat dari kesalahan pemakaian (terjatuh, tergores, ternoda, pecah, terkena air, dll.)2. Syarat klaim:a.Unit masih dalam masa garansi dan sesuai dengan kebijakan garansi yang telah ditetapkanb.Kelengkapan dari unit harus disertai secara lengkap (dus, kabel charger, buku manual, kartu garansi, dll)c.Dilengkapi dengan nota pembelian (print out history pembelian) dan informasi kerusakan unit*Note: Hubungi customer service kami melalui layanan chat, untuk mengetahui prosedur klaim Retur atau Garansi lebih lanjut.",Robot PC Official Store,https://www.tokopedia.com/robotpcoffcial/robot-tws-wireless-earphone-airbuds-t50s-original-bt-5-3-garansi-1th-spaceman-case?extParam=ivf%3Dtrue%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch,Kab. Tangerang
Inpods i13 Pro Airpod Macaron TWS Earphone Bluetooth Android Ios - Biru,4.5,Rp30.000,338,2000,"INPODS i13 PRO MACARON NEW 2020Product Specifications : 1. Product weight: 40g 2. Working time: about 3-4hours. 3. Standby time: 480h 4. Charging time: 1-1.5 hours. 5. Single earphone battery capacity: 40mAh. 6. Charger box battery: 300mAh. 7. Wireless distance: 12m.Fitur Produk:- Smart Popup Sensor (Khusus Iphone)- Rename (Khusus iPhone)- High quality sound, Bass, Balance- Auto On & Auto Off- Touch sensor CARA PEMAKAIAN :1. Tekan tombol power di badan inpods.2. Buka tutup inpods lalu keluarkan earpods.3. Untuk android buka menu bluetooth lalu hubungkan, Untuk Iphone akan muncul popup sensor lalu tekan connect.4. Sentuh satu kali untuk stop/play musik.5. Sentuh dua kali berturut-turut untuk up/down volume.6. Sentuh tiga kali berturut-turut untuk berganti lagu.7. Hold selama 3 detik, lalu lepaskan untuk masuk ke voice assistant.8. Satu sentuhan singkat untuk menjawab / menutup panggilan.9. Tekan lama area sentuh selama 1 detik untuk menolak panggilan.【Paket termasuk】: 2 x inPods i13 Pro Bluetooth Earphone ( KIRI KANAN )1 x Pod Charger / Charging Dock1 x Lightning Charger kable1 x Instruksi manualReview Bintang 5 Dari Anda Akan Sangat Berarti Untuk Kami Jika Rusak Atau Hanya Menyala Sebelah Dapat Ditukar, Tetapi Mohon Maaf Untuk Ongkir Ditanggung PembeliMemberikan Review Negatif Tidak Akan Menyelesaikan Masalah, Kami Akan Berusaha Menyelesaikan Masalah TersebutNOTE : HARAP MASUKAN JENIS WARNA DAN CADANGAN WARNA YANG DI INGINKAN, JIKA TIDAK AKAN DI KIRIM RANDOM.READY ; BIRU MUDA,PINK,HIJAU MUDA.",JGT Indonesia,https://www.tokopedia.com/jgtindonesia/inpods-i13-pro-airpod-macaron-tws-earphone-bluetooth-android-ios-biru?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch,Kab. Tangerang
A31 Ultrapods Max Wireless 5.3 - Headset Bluetooth TWS A31 Macaron - Putih,4.7,Rp30.900,1.788,5000,Produk model : UltrapodsProduk tipe : True wireless headset A31Control Mode : Touch ControlCharging Port : Type CColor : White Black Blue green Pink,PINZY Official Store,https://www.tokopedia.com/pinzyofficial/a31-ultrapods-max-wireless-5-3-headset-bluetooth-tws-a31-macaron-putih-911c3?extParam=ivf%3Dfalse%26keyword%3Dtws%26search_id%3D202501152004350679B21DAC00C32E51X1%26src%3Dsearch,Jakarta Barat
